ID,Scan page,Printed page,Category,Original OCR,Correction,Context (correction in [ ]),Occurrence of context,Flag,Note,Your decision (accept / reject / edit),Your text (if edit)
1758,213,197,word,mv,my,"early will I seek thee: [my] soul thirsteth for thee, my",1,,,,
1759,214,198,word,thj^,thy,therefore in the shadow of [thy] wings will I rejoice. 8,1,,,,
1760,214,198,word,destroj^,destroy,"that seek my soul, to [destroy] it: shall go into the",1,,,,
1761,214,198,word,thnt,that,rejoice in God; every one [that] sweareth by him shall glory:,1,,,,
1762,214,198,word,0,O,"12 PRAISE waiteth for thee, [O] God, in Zion: and unto",1,,,,
1763,214,198,word,0,O,the vow be performed. 13 [O] thou that hearest prayer: unto,1,,,,
1764,214,198,word,0,O,"righteousness wilt thou answer us, [O] God of our salvation: who",1,,,,
1765,215,199,heading (re-cased/corrected),SELECTION 22.,Selection 22,"for joy, they also sing. [Selection 22] Psalm 66. 1 MAKE a",1,,,,
1766,216,200,word,Diet,O let,the people praise thee. 24 [O let] the nations be glad and,1,,,,
1767,216,200,heading (re-cased/corrected),SELECTION 23.,Selection 23,"the earth shall fear him. [Selection 23] Psalm 68: 1-19, 28-29; 31-35.",1,,,,
1768,218,202,punctuation/spacing,thatgiveth,that giveth,God of Israel is he [that giveth] strength and power unto his,1,,,,
1769,218,202,punctuation/spacing,selectio:n^ 24.,Selection 24,"his people. Blessed be God. [Selection 24] Psalm 70. 1 MAKE haste,",1,,,,
1770,218,202,word,taiTying.,tarrying.,"deliverer; O Lord, make no [tarrying.] Psalm 71: 1-5, 8-9, 12,",1,,,,
1771,218,202,word,mo,me,"put to confusion. 7 Deliver [me] in thy righteousness, and cause",1,,,,
1772,219,203,word,thj^,thy,tongue also shall talk of [thy] righteousness all the day long:,1,,,,
1773,219,203,heading (re-cased/corrected),SELECTION 25.,Selection 25,"shame, that seek my hurt. [Selection 25] Psalm 72. 1 GIVE the",1,,,,
1774,220,204,word,oflier,offer,"of Sheba and Seba shall [offer] gifts. 11 Yea, all kings",1,,,,
1775,220,204,punctuation/spacing,w^hen,when,"he shall deliver the needy [when] he crieth: the poor also,",1,,,,
1776,221,205,heading (re-cased/corrected),SELECTION 26.,Selection 26,[Selection 26] Psalm 73: 1-26. 1 TRULY,1,,,,
1777,222,206,heading (re-cased/corrected),SELECTION 27.,Selection 27,and my portion for ever. [Selection 27] Psalm 77. 1 I CRIED,1,,,,
1778,222,206,word,m}^,my,2 In the day of [my] trouble I sought the Lord:,1,,,,
1779,222,206,word,boldest,holdest,spirit was overwhelmed. 4 Thou [holdest] mine eyes waking: I am,1,,,,
1780,222,206,word,AVill,Will,spirit made diligent search. 7 [Will] the Lord cast off for,1,,,,
1781,222,206,word,Ill,11 I,hand of the Most High. [11 I] will remember the works of,1,,,,
1782,223,207,word,Tliou,Thou,God as our God? 14 [Thou] art the God that doest,1,,,,
1783,223,207,heading (re-cased/corrected),SELECTION 28.,Selection 28,"hand of Moses and Aaron. [Selection 28] Psalm 80. 1 GIVE ear,",1,,,,
1784,224,208,word,18,13,the way do pluck her? [13] The boar out of the,1,,,,
1785,224,208,heading (re-cased/corrected),SELECTION 29.,Selection 29,and we shall be saved. [Selection 29] Psalm 84. 1 HOW amiable,1,,,,
1786,224,208,word,faiuteth,fainteth,"My soul longeth, yea, even [fainteth] for the courts of the",1,,,,
1787,224,208,punctuation/spacing,beforeGod.,before God.,of them in Zion appeareth [before God.] 8 O Lord God of,1,,,,
1788,225,209,heading (re-cased/corrected),SELECTIOIS^ 30.,Selection 30,the way of his steps. [Selection 30] Psalm 86. 1 BOW down,1,,,,
1789,226,210,word,servaut,servant,"thou my God, save thy [servant] that trusteth in thee. 3",1,,,,
1790,226,210,word,servaut:,servant:,"Rejoice the soul of thy [servant:] for unto thee, O Lord,",1,,,,
1791,227,211,heading (re-cased/corrected),SELECTION 31.,Selection 31,my springs are in thee. [Selection 31] Psalm 89: 1-37. 1 I,1,,,,
1792,227,211,punctuation/spacing,"1-37,",1-37.,thee. Selection 31 Psalm 89: [1-37.] 1 I WILL sing of,,,,,
1793,227,211,punctuation/spacing,Lord;,Lord:,can be compared unto the [Lord:] who among the sons of,1,,,,
1794,229,213,heading (re-cased/corrected),SELECTION 32.,Selection 32,"a faithful witness in heaven. [Selection 32] Psalm 90. 1 LORD, thou",1,,,,
1795,230,214,heading (re-cased/corrected),SELECTION 33.,Selection 33,our hands establish thou it. [Selection 33] Psalm 91. 1 HE that,1,,,,
1796,230,214,word,beliold:,behold:,with thine eyes shalt thou [behold:] and see the reward of,1,,,,
1797,231,215,heading (re-cased/corrected),SELECTION 34.,Selection 34,and show him my salvation. [Selection 34] Psalm 92. 1 IT is,1,,,,
1798,231,215,word,0,O,"works of thy hands. 5 [O] Lord, how great are thy",1,,,,
1799,232,216,word,Th)'',Thy,waves of the sea. 20 [Thy] testimonies are very sure: holiness,1,,,,
1800,232,216,heading (re-cased/corrected),SELECTION 35.,Selection 35,"house, O Lord, for ever. [Selection 35] Psalm 95. 1 O COME,",1,,,,
1801,232,216,punctuation/spacing,"""When",When,temptation in the wilderness: 9 [When] your fathers tempted me: proved,1,,,,
1802,233,217,punctuation/spacing,"96,",96.,Psalm [96.] 12 O SING unto the,,,,,
1803,233,217,word,SIKG,SING,Psalm 96. 12 O [SING] unto the Lord a new,1,,,,
1804,233,217,punctuation/spacing,Oye,O ye,"18 Give unto the Lord, [O ye] kindreds of the people: give",1,,,,
1805,233,217,heading (re-cased/corrected),SELECTION 36.,Selection 36,the people with his truth. [Selection 36] Psalm 97. 1 THE Lord,1,,,,
1806,233,217,word,burnetii,burneth,fire goeth before him: and [burneth] up his enemies round about.,1,,,,
1807,234,218,word,0,O,"rejoiced because of thy judgments, [O] Lord. 9 For thou, Lord,",1,,,,
1808,235,219,word,Ziou:,Zion:,The Lord is great in [Zion:] and he is high above,1,,,,
1809,235,219,word,v^orship,worship,"the Lord our God, and [worship] at his footstool: for he",1,,,,
1810,235,219,heading (re-cased/corrected),SELECTION 37.,Selection 37,Lord our God is holy. [Selection 37] Psalm 100. 1 MAKE a,1,,,,
1811,235,219,word,PSAL3I,Psalm,"truth endureth to all generations. [Psalm] 103. 6 BLESS the Lord,",1,,,,
1812,236,220,word,loving-kiudness,loving-kindness,destruction: who crowneth thee with [loving-kindness] and tender mercies; 10 Who,1,,,,
1813,236,220,word,"auger,","anger,","merciful and gracious: slow to [anger,] and plenteous in mercy. 14",1,,,,
1814,237,221,heading (re-cased/corrected),SELECTION 38.,Selection 38,"the Lord, O my soul. [Selection 38] Psalm 104. 1 BLESS the",1,,,,
1815,238,222,word,Avild,wild,are a refuge for the [wild] goats: and the rocks for,1,,,,
1816,238,222,word,slug,sing,as I live: I will [sing] praise to my God while,1,,,,
1817,238,222,punctuation/spacing,shall',shall,34 My meditation of him [shall] be sweet: I will be,1,,,,
1818,238,222,punctuation/spacing,sw'eet:,sweet:,meditation of him shall be [sweet:] I will be glad in,1,,,,
1819,239,223,heading (re-cased/corrected),SELECTION 39.,Selection 39,[Selection 39] Psalm 107: 1-22. 1 O,1,,,,
1820,239,223,word,fiUeth,filleth,satisfieth the longing soul: and [filleth] the hungry soul with goodness.,1,,,,
1821,240,224,heading (re-cased/corrected),SELECTION 40.,Selection 40,declare his works with rejoicing. [Selection 40] Psalm 107: 23-40. 1 THEY,1,,,,
1822,240,224,punctuation/spacing,lif teth,lifteth,raiseth the stormy wind: which [lifteth] up the waves thereof. 4,1,,,,
1823,240,224,punctuation/spacing,suff ereth,suffereth,they are multiplied greatly: and [suffereth] not their cattle to decrease.,1,,,,
1824,240,224,flag only (no change),,,works with rejoicing. Selection 40 Psalm 107: 23-40.,,REVIEW,"heading reads 23-40 as printed, but the selection continues through verse 43",,
1825,241,225,word,tlie,the,"causeth them to wander in [the] wilderness, where there is no",1,,,,
1826,241,225,heading (re-cased/corrected),SELECTION 41.,Selection 41,the loving-kindness of the Lord. [Selection 41] Psalm 110. 1 THE Lord,1,,,,
1827,241,225,punctuation/spacing,1 1,11,and his righteousness endureth forever. [11] He hath made his wonderful,1,,,,
1828,242,226,word,hatli,hath,13 He [hath] showed his people the power,1,,,,
1829,242,226,heading (re-cased/corrected),SELECTION 42.,Selection 42,of the wicked shall perish [Selection 42] Psalm 113: 1-6. 1 PRAISE,1,,,,
1830,243,227,punctuation/spacing,gloryabove,glory above,above all nations: and his [glory above] the heavens. 5 Who is,1,,,,
1831,243,227,word,trutli's,truth's,"thy mercy, and for thy [truth's] sake. 8 Wherefore should the",1,,,,
1832,244,228,heading (re-cased/corrected),SELECTION 43.,Selection 43,for evermore. Praise the Lord. [Selection 43] Psalm 116. 1 I LOVE,1,,,,
1833,244,228,punctuation/spacing,"116,",116.,the Lord. Selection 43 Psalm [116.] 1 I LOVE the Lord:,,,,,
1834,245,229,word,0,O,"in the midst of thee, [O] Jerusalem: Praise ye the Lord.",1,,,,
1835,245,229,heading (re-cased/corrected),SELECTION 44.,Selection 44,ever. Praise ye the Lord. [Selection 44] Psalm 118. 1 O GIVE,1,,,,
1836,245,229,word,1,I,the name of the Lord [I] will destroy them. 13 Thou,1,,,,
1837,246,230,word,0,O,"I beseech thee, O Lord: [O] Lord, I beseech thee, send",1,,,,
1838,246,230,heading (re-cased/corrected),SELECTION 45.,Selection 45,his mercy endureth for ever. [Selection 45] Psalm 119: 1-24. 1 BLESSED,1,,,,
1839,247,231,flag only (no change),,,commandments. 21 Remove from me reproach and contempt:,,REVIEW,verse number printed '21' twice in the original (should be 22); left as printed,,
1840,248,232,heading (re-cased/corrected),SELECTION 46.,Selection 46,"[Selection 46] Psalm 119: 33-48, 89-96. 1",1,,,,
1841,248,232,word,"33^8,89-96.","33-48, 89-96.","Selection 46 Psalm 119: [33-48, 89-96.] 1 TEACH me, O Lord,",,,,,
1842,248,232,word,imto,unto,heaven. 18 Thy faithfulness is [unto] all generations: thou hast established,1,,,,
1843,248,232,punctuation/spacing,abide th.,abideth.,"established the earth, and it [abideth.] 19 They continue this day",1,,,,
1844,249,233,word,28,23,I have sought thy precepts. [23] The wicked have waited for,1,,,,
1845,249,233,heading (re-cased/corrected),SELECTION 47.,Selection 47,thy commandment is exceeding broad. [Selection 47] Psalm 119: 97-120. 1 O,1,,,,
1846,249,233,punctuation/spacing,OHOW,O HOW,47 Psalm 119: 97-120. 1 [O HOW] love I thy law: it,1,,,,
1847,249,233,word,0,O,"afflicted very much: quicken me, [O] Lord, according unto thy word.",1,,,,
1848,250,234,word,je,ye,"word. 19 Depart from me, [ye] evil doers: for I will",1,,,,
1849,250,234,heading (re-cased/corrected),SELECTION 48.,Selection 48,am afraid of thy judgments. [Selection 48] Psalm 121. 1 I WILL,1,,,,
1850,250,234,word,mina,mine,1 I WILL lift up [mine] eyes unto the hills: from,1,,,,
1851,251,235,heading (re-cased/corrected),SELECTION 49.,Selection 49,the contempt of the proud. [Selection 49] Psalm 124. 1 IF it,1,,,,
1852,252,236,punctuation/spacing,".126,",126.,shall be upon Israel. Psalm [126.] 14 WHEN the Lord turned,,,,,
1853,252,236,punctuation/spacing,t'hen,then,and our tongue with singing: [then] said they among the heathen.,1,,,,
1854,253,237,heading (re-cased/corrected),SELECTION 50.,Selection 50,the enemies in the gate. [Selection 50] Psalm 130. 1 OUT of,1,,,,
1855,253,237,word,0,O,"have I cried: unto thee, [O] Lord. 2 Lord, hear my",1,,,,
1856,254,238,punctuation/spacing,j oy.,joy.,let thy saints shout for [joy.] 21 For thy servant David's,1,,,,
1857,254,238,punctuation/spacing,23.,23,I set upon thy throne. [23] If thy children will keep,1,,,,
1858,254,238,word,th}'',thy,children shall also sit upon [thy] throne for evermore. 24 For,1,,,,
1859,254,238,heading (re-cased/corrected),SELECTION 51.,Selection 51,"himself shall his crown flourish. [Selection 51] Psalm 133. 1 BEHOLD, how",1,,,,
1860,254,238,word,evennore.,evermore.,"the blessing, even life for [evermore.]",1,,,,
1861,255,239,punctuation/spacing,"""Who",Who,"out of his treasuries, 14 [Who] smote the firstborn of Egypt:",1,,,,
1862,255,239,word,Ba^han:,Bashan:,"Amorites, and Og king of [Bashan:] and all the kingdoms of",1,,,,
1863,255,239,word,0,O,"for ever: and thy memorial, [O] Lord, throughout all generations. 20",1,,,,
1864,256,240,word,0,O,"of Israel: bless the Lord, [O] house of Aaron: 26 Bless",1,,,,
1865,256,240,heading (re-cased/corrected),SELECTION 62.,Selection 52,"Jerusalem. Praise ye the Lord. [Selection 52] Psalm 136: 1-9, 23-26. 1",1,,,,
1866,256,240,word,0,O,mercy endureth for ever. 2 [O] give thanks unto the God,1,,,,
1867,257,241,word,31,21,I sing praise unto thee. [21] I will worship toward thy,1,,,,
1868,257,241,heading (re-cased/corrected),SELECTION 53.,Selection 53,"works of thine own hands. [Selection 53] Psalm 139: 1-12, 14-24. 1",1,,,,
1869,257,241,word,0,O,"Psalm 139: 1-12, 14-24. 1 [O] LORD: thou hast searched me,",1,,,,
1870,257,241,word,me_.,me.,"hast searched me, and known [me.] 2 Thou knowest my downsitting",1,,,,
1871,258,242,word,0,O,"are thy thoughts unto me, [O] God: how great is the",1,,,,
1872,259,243,heading (re-cased/corrected),SELECTION 54.,Selection 54,"me in the way everlasting. [Selection 54] Psalm 141: 1-3. 1 LORD,",1,,,,
1873,259,243,word,,ear,"make haste unto me; give [ear] unto my voice, when I",2,,,,
1874,259,243,word,ray,my,"unto me; give ear unto [my] voice, when I cry unto",2,,,,
1875,259,243,word,0,O,"1-11. 11 HEAR my prayer, [O] Lord, give ear to my",1,,,,
1876,259,243,punctuation/spacing,Andenter,And enter,and in thy righteousness. 12 [And enter] not into judgment with thy,1,,,,
1877,260,244,heading (re-cased/corrected),SELECTION 55.,Selection 55,my soul out of trouble. [Selection 55] Psalm 144. 1 BLESSED be,1,,,,
1878,260,244,punctuation/spacing,passe th,passeth,"are as a shadow that [passeth] away. 5 Bow thy heavens,",1,,,,
1879,260,244,word,0,O,"a new song unto thee, [O] God: upon a psaltery and",1,,,,
1880,261,245,word,imto,unto,is he that giveth salvation [unto] kings: who delivereth David his,1,,,,
1881,261,245,word,0,O,"for ever: even thy God, [O] Zion, unto all generations. Praise",1,,,,
1882,262,246,heading (re-cased/corrected),SELECTION 56.,Selection 56,[Selection 56] Psalm 145. 1 I WILL,1,,,,
1883,262,246,word,maiesty:,majesty:,"the glorious honour of thy [majesty:] and of thy wondrous works,",1,,,,
1884,262,246,word,bowled,bowed,up all those that be [bowed] down. 15 The eyes of,1,,,,
1885,263,247,heading (re-cased/corrected),SELECTIOIS^ 57.,Selection 57,name for ever and ever. [Selection 57] Psalm 147. 1 PRAISE ye,1,,,,
1886,263,247,punctuation/spacing,lif teth,lifteth,is infinite. 6 The Lord [lifteth] up the meek: he casteth,1,,,,
1887,264,248,heading (re-cased/corrected),SELECTION 58.,Selection 58,them. Praise ye the Lord. [Selection 58] Psalm 148. 1 PRAISE ye,1,,,,
1888,264,248,word,rSALM,Psalm,him. Praise ye the Lord. [Psalm] 149. 15 PRAISE ye the,1,,,,
1889,265,249,punctuation/spacing,SELECTION 59. {For,Selection 59 (For,Lord: Praise ye the Lord. [Selection 59 (For] Good Friday.) Psalm 22: 1-8;,1,,,,
1890,265,249,punctuation/spacing,hearestnot:,hearest not:,"in the daytime, but thou [hearest not:] and in the night season,",1,,,,
1891,266,250,punctuation/spacing,the'sword:,the sword:,18 Deliver my soul from [the sword:] my darling from the power,1,,,,
1892,267,251,word,imto,unto,"him; but when he cried [unto] him, he heard. 23 My",1,,,,
1893,267,251,punctuation/spacing,SELECTION 60. {For,Selection 60 (For,that he hath done this. [Selection 60 (For] Good Friday.) Psalm 69: 1-21;,1,,,,
1894,268,252,word,0,O,"and sorrowful: let thy salvation, [O] God, set me up on",1,,,,
1895,269,253,word,Jiidah:,Judah:,"will build the cities of [Judah:] that they may dwell there,",1,,,,
1896,270,254,heading (re-cased/corrected),ANCIENT HYMNS AND CANTICLES. H,Ancient Hymns and Canticles,[Ancient Hymns and Canticles] One of the first three,1,,,,
1897,270,254,word,,I.,"Service as the Opening Hymn. [I.] Venite, Exultemus Domino O COME,",1,,,,
1898,270,254,word,Domino. r\,Domino O,"Opening Hymn. I. Venite, Exultemus [Domino O] COME, let us sing unto",1,,,,
1899,270,254,word,strengtli,strength,us heartily rejoice in the [strength] of our salvation. Let us,1,,,,
1900,270,254,word,Deo. r\,Deo O,"without end. Amen. II. Jubilate [Deo O] BE joyful in the Lord,",1,,,,
1901,271,255,word,L^TATus Sum. T,Lætatus Sum I,world without end. Amen. III. [Lætatus Sum I] WAS glad when they said,1,,,,
1902,271,255,punctuation/spacing,say.,"say,","companions' sakes: I will now [say,] Peace be within thee. Because",1,,,,
1903,272,256,word,Laudamtjs.,Laudamus,"IV. Te Deum [Laudamus] WE praise Thee, O God:",1,,,,
1904,272,256,word,bom,born,didst humble Thyself to be [born] of a Virgin. When Thou,1,,,,
1905,272,256,punctuation/spacing,"sin,",sin.,"keep us this day without [sin.] O Lord, have mercy upon",1,,,,
1906,272,256,punctuation/spacing,"us,",us.,upon us: have mercy upon [us.] O Lord let Thy mercy,1,,,,
1907,273,257,word,,V.,[V.] Gloria in Excelsis GLORY be,1,,,,
1908,273,257,word,Excelsis. /^LORY,Excelsis GLORY,V. Gloria in [Excelsis GLORY] be to God on high:,1,,,,
1909,273,257,punctuation/spacing,"glory,",glory.,"to Thee for Thy great [glory.] O Lord God, heavenly King:",2,,,,
1910,273,257,word,VL,VI.,"of God the Father. Amen. [VI.] Benedicite, Omnia Opera Domini O",1,,,,
1911,273,257,word,Domini. f\,Domini O,"Amen. VI. Benedicite, Omnia Opera [Domini O] ALL ye Works of the",1,,,,
1912,273,257,punctuation/spacing,"ever,",ever.,"Him, and magnify Him for [ever.] O ye Waters that be",1,,,,
1913,273,257,punctuation/spacing,"ever,",ever.,"Him, and magnify Him for [ever.] O all ye Powers of",1,,,,
1914,273,257,word,"ever, 0",ever. O,"Him, and magnify Him for [ever. O] ye Sun and Moon, bless",1,,,,
1915,273,257,punctuation/spacing,"ever,",ever.,"Him, and magnify Him for [ever.] O ye Stars of heaven,",1,,,,
1916,274,258,word,"Surnmer,","Summer,","ever. O ye Winter and [Summer,] bless ye the Lord: praise",1,,,,
1917,274,258,punctuation/spacing,ever..,ever.,"Him, and magnify Him for [ever.] O let the Earth bless",1,,,,
